"id","year","country","sector","lny","lnl","lnk","lnrd"
91,1980,"DNK","da",8.03361511230469,5.01669025421143,8.66071605682373,5.11522674560547
91,1981,"DNK","da",8.03047180175781,5.00269031524658,8.66328907012939,5.17139387130737
91,1982,"DNK","da",8.05403137207031,5.00566959381104,8.65923595428467,5.22764539718628
91,1983,"DNK","da",8.09707641601562,5.01230049133301,8.65341663360596,5.28856134414673
91,1984,"DNK","da",8.08258628845215,5.01652479171753,8.66304683685303,5.35910272598267
91,1985,"DNK","da",8.11673831939697,5.01396322250366,8.67792510986328,5.43647718429565
91,1986,"DNK","da",8.08721733093262,5.03740692138672,8.69998264312744,5.5093150138855
91,1987,"DNK","da",8.04174041748047,4.98399686813354,8.72333812713623,5.57623815536499
91,1988,"DNK","da",8.09410095214844,4.96726131439209,8.75811004638672,5.64020586013794
91,1989,"DNK","da",8.09607028961182,4.92671728134155,8.7833776473999,5.69645738601685
91,1990,"DNK","da",8.11206436157227,4.90565967559814,8.79693126678467,5.74054718017578
91,1991,"DNK","da",8.1375036239624,4.8934645652771,8.83383750915527,5.77582025527954
91,1992,"DNK","da",8.10542106628418,4.87994194030762,8.8615198135376,5.79982566833496
91,1993,"DNK","da",8.11497402191162,4.85845470428467,8.86814022064209,5.81602764129639
91,1994,"DNK","da",8.12961959838867,4.82787370681763,8.87732315063477,5.84376573562622
91,1995,"DNK","da",8.20017433166504,4.85242080688477,8.88525295257568,5.88073635101318
91,1996,"DNK","da",8.12857151031494,4.82481145858765,8.91795635223389,5.9084644317627
91,1997,"DNK","da",8.20297622680664,4.79847288131714,8.92490196228027,5.93618106842041
91,1998,"DNK","da",8.17464733123779,4.78403568267822,8.9367504119873,5.97669649124146
91,1999,"DNK","da",8.20834445953369,4.78121376037598,8.94190883636475,5.97912216186523
91,2000,"DNK","da",8.14956951141357,4.79239654541016,8.97105312347412,6.10301065444946
91,2001,"DNK","da",8.18979454040527,4.79125118255615,8.98843955993652,6.2953085899353
91,2002,"DNK","da",8.10245132446289,4.79478168487549,9.01401805877686,6.37736892700195
91,2003,"DNK","da",8.06441211700439,4.74278211593628,9.04659080505371,6.52354145050049
91,2004,"DNK","da",8.13491916656494,4.70810556411743,9.0808162689209,6.61098623275757
91,2005,"DNK","da",8.03609085083008,4.64091300964355,9.09945487976074,6.6675591468811
92,1980,"DNK","dbc",6.80673742294312,4.08373832702637,7.39830732345581,2.98524141311646
92,1981,"DNK","dbc",6.80999422073364,4.0357084274292,7.37329912185669,3.0164635181427
92,1982,"DNK","dbc",6.85556030273438,4.06764125823975,7.352952003479,3.05348515510559
92,1983,"DNK","dbc",6.9175443649292,4.06252717971802,7.33802223205566,3.08752465248108
92,1984,"DNK","dbc",6.96617603302002,4.11274099349976,7.34687280654907,3.09287285804749
92,1985,"DNK","dbc",6.99392318725586,4.11563301086426,7.36565732955933,3.0684597492218
92,1986,"DNK","dbc",6.900803565979,4.10768842697144,7.3995041847229,3.02783536911011
92,1987,"DNK","dbc",6.80678033828735,4.01892042160034,7.40843296051025,2.97775912284851
92,1988,"DNK","dbc",6.72975301742554,3.88088321685791,7.42174673080444,2.95968794822693
92,1989,"DNK","dbc",6.71014928817749,3.78732109069824,7.45416641235352,2.96661782264709
92,1990,"DNK","dbc",6.63263416290283,3.72523546218872,7.45614624023438,3.02148628234863
92,1991,"DNK","dbc",6.65929126739502,3.67860174179077,7.44542217254639,3.10437250137329
92,1992,"DNK","dbc",6.66493654251099,3.67543959617615,7.42077684402466,3.1476366519928
92,1993,"DNK","dbc",6.5718150138855,3.61110711097717,7.38826847076416,3.16220355033875
92,1994,"DNK","dbc",6.53862953186035,3.53814387321472,7.355224609375,3.13329458236694
92,1995,"DNK","dbc",6.59158515930176,3.51663708686829,7.32121419906616,3.06410980224609
92,1996,"DNK","dbc",6.52140522003174,3.39326596260071,7.29325914382935,3.00966334342957
92,1997,"DNK","dbc",6.52797412872314,3.31513094902039,7.27897548675537,3.05622887611389
92,1998,"DNK","dbc",6.46286773681641,3.26960706710815,7.2782506942749,3.21707534790039
92,1999,"DNK","dbc",6.44657945632935,3.20866394042969,7.28129959106445,3.28678274154663
92,2000,"DNK","dbc",6.42916297912598,3.17734527587891,7.26696681976318,3.30977272987366
92,2001,"DNK","dbc",6.31701183319092,3.12214469909668,7.26710081100464,3.29693531990051
92,2002,"DNK","dbc",6.21648979187012,2.99307870864868,7.24567413330078,3.40999269485474
92,2003,"DNK","dbc",6.12437915802002,2.88329124450684,7.21252489089966,3.44597458839417
92,2004,"DNK","dbc",6.06656789779663,2.76789021492004,7.18138647079468,3.40738606452942
92,2005,"DNK","dbc",6.00208520889282,2.68409895896912,7.14887475967407,3.77442002296448
93,1980,"DNK","dd",6.16193866729736,3.14320349693298,6.44898271560669,2.50651884078979
93,1981,"DNK","dd",6.17812299728394,3.17316699028015,6.44075298309326,2.60574889183044
93,1982,"DNK","dd",6.06813335418701,3.04290199279785,6.41739654541016,2.63228178024292
93,1983,"DNK","dd",6.30670928955078,3.08053278923035,6.40336132049561,2.61215472221375
93,1984,"DNK","dd",6.42241954803467,3.21293830871582,6.40006828308105,2.62044882774353
93,1985,"DNK","dd",6.3748984336853,3.10355472564697,6.43788146972656,2.6715452671051
93,1986,"DNK","dd",6.48139572143555,3.16327857971191,6.4709210395813,2.73478221893311
93,1987,"DNK","dd",6.42101049423218,3.10619974136353,6.49882936477661,2.79421544075012
93,1988,"DNK","dd",6.3386287689209,3.09304046630859,6.51880168914795,2.83963441848755
93,1989,"DNK","dd",6.50262022018433,3.07209134101868,6.55872201919556,2.8702609539032
93,1990,"DNK","dd",6.09105682373047,3.08676052093506,6.61445236206055,2.89197206497192
93,1991,"DNK","dd",6.05896377563477,3.07209134101868,6.65189838409424,2.85756039619446
93,1992,"DNK","dd",6.05831050872803,3.07500553131104,6.68167686462402,2.81831502914429
93,1993,"DNK","dd",6.04714059829712,3.09833407402039,6.6867094039917,2.77231788635254
93,1994,"DNK","dd",6.32865190505981,3.16031408309937,6.70690441131592,2.74534749984741
93,1995,"DNK","dd",6.34676027297974,3.21871590614319,6.77630519866943,2.73615026473999
93,1996,"DNK","dd",6.19800901412964,3.22246932983398,6.79741764068604,2.73965620994568
93,1997,"DNK","dd",6.41811847686768,3.24071550369263,6.84043788909912,2.73835873603821
93,1998,"DNK","dd",6.41639566421509,3.27540731430054,6.89592409133911,2.7697970867157
93,1999,"DNK","dd",6.37021827697754,3.25126552581787,6.99497270584106,2.85040092468262
93,2000,"DNK","dd",6.41872787475586,3.26484298706055,7.02157640457153,2.9119291305542
