"country","period","growth","privo","lly","btot","lgdp","sec","gov","lbmp","lpi","trade"
"Argentina","1961-65",2.50971876084805,0.159447997808456,0.213256001472473,0.651488184928894,8.17073249816895,0.709999978542328,NA,0.110109224915504,0.189223110675812,0.143458425998688
"Argentina","1966-70",2.44802422821522,0.150155603885651,0.228167399764061,0.699133992195129,8.296217918396,0.75,0.100203521549702,0.0369874536991119,0.162769317626953,0.132577404379845
"Argentina","1971-75",1.34317902848125,0.180071800947189,0.232039794325829,0.738640010356903,8.41861915588379,0.930000007152557,0.100282222032547,1.10605120658875,0.403734028339386,0.116526760160923
"Argentina","1976-80",1.11959911882877,0.165968999266624,0.214335396885872,0.83933961391449,8.48577880859375,1.03999996185303,0.109471760690212,0.00882098078727722,0.729768455028534,0.155965834856033
"Argentina","1981-85",-3.62689718604088,0.166077196598053,0.140501603484154,0.75564980506897,8.54175853729248,1.29999995231628,0.117857992649078,0.220499977469444,0.892540752887726,0.166454911231995
"Argentina","1986-90",-1.13263307139277,0.127907603979111,0.122799597680569,0.690860390663147,8.36041355133057,1.41999995708466,0.118661090731621,0.467794120311737,1.07244515419006,0.164953365921974
"Argentina","1991-95",4.01352010667324,0.148366495966911,0.142877995967865,0.836603820323944,8.30378150939941,1.77999997138977,NA,0.12772561609745,0.246352061629295,0.235695511102676
"Australia","1961-65",2.64425687491894,0.286275207996368,0.499015808105469,0.888833582401276,8.93684673309326,2.6800000667572,0.145446598529816,0,0.0177425313740969,0.273387908935547
"Australia","1966-70",3.99911999702454,0.311186611652374,0.484895795583725,0.917316198348999,9.06906032562256,2.60999989509583,0.154906988143921,0,0.0303424187004566,0.289300888776779
"Australia","1971-75",1.44979665055871,0.291288614273071,0.444995999336243,0.959424793720245,9.26901626586914,3.0699999332428,0.155135050415993,0,0.0930195301771164,0.29143014550209
"Australia","1976-80",1.7436295747757,0.633453607559204,0.485284388065338,0.884262800216675,9.3415060043335,3.08999991416931,0.171879544854164,0,0.0957768931984901,0.308799535036087
"Australia","1981-85",1.59388296306133,0.804272174835205,0.531949996948242,0.928235828876495,9.42868709564209,3.09999990463257,0.175787642598152,0,0.0766784995794296,0.328292042016983
"Australia","1986-90",1.21217276901007,0.774302780628204,0.580342829227448,0.96472841501236,9.50838088989258,3.15000009536743,0.176213040947914,0,0.0734966844320297,0.370536029338837
"Australia","1991-95",2.13042180985212,0.791447401046753,0.600191414356232,0.962961792945862,9.56898975372314,3.1800000667572,0.178288146853447,0,0.0244205854833126,0.456491440534592
"Austria","1961-65",3.46577577292919,0.354550987482071,0.457837402820587,0.966001391410828,8.54770088195801,0.910000026226044,0.208327084779739,0,0.0373938046395779,0.339302092790604
"Austria","1966-70",4.69321608543396,0.450852394104004,0.524631023406982,0.96277117729187,8.72098922729492,1.12999999523163,0.19711822271347,0,0.0317488797008991,0.406249195337296
"Austria","1971-75",3.51012758910656,0.521368384361267,0.566893994808197,0.984283804893494,8.95565032958984,2.27999997138977,0.181042283773422,0,0.0680737793445587,0.492939800024033
"Austria","1976-80",3.30452360212803,0.681507170200348,0.692908823490143,0.99161559343338,9.13115692138672,2.5,0.186855837702751,0,0.0500915423035622,0.582062542438507
"Austria","1981-85",1.3010055758059,0.828153789043427,0.794765770435333,0.994813978672028,9.29638290405273,3.01999998092651,0.192231297492981,0,0.046528197824955,0.665220558643341
"Austria","1986-90",2.4963615462184,0.874365627765656,0.847795188426971,0.996591806411743,9.3614330291748,3.24000000953674,0.182531714439392,0,0.0212360620498657,0.748502492904663
"Austria","1991-95",1.13473832607269,0.925469398498535,0.892414808273315,0.996670007705688,9.48625087738037,3.5,0.174080610275269,0,0.0313696600496769,0.844477772712708
"Belgium","1961-65",4.1757058352232,0.111508600413799,0.463288187980652,0.834042191505432,8.67696094512939,1.45000004768372,0.151141032576561,0,0.0248371344059706,0.71644389629364
"Belgium","1966-70",4.32749129831791,0.155468598008156,0.459070593118668,0.892472386360168,8.88574600219727,1.55999994277954,0.158736392855644,0,0.0337145179510117,0.860084116458893
"Belgium","1971-75",3.07713821530342,0.186564594507217,0.449072390794754,0.947318971157074,9.1021203994751,1.80999994277954,0.159079268574715,0,0.0773866847157478,1.02440369129181
"Belgium","1976-80",2.8802840039134,0.234068006277084,0.451787412166595,0.9438796043396,9.25597763061523,1.8400000333786,0.16778801381588,0,0.0598102509975433,1.14903700351715
"Belgium","1981-85",0.780157651752234,0.264003992080688,0.449535191059113,0.907586991786957,9.39999198913574,2.01999998092651,0.165105268359184,0,0.0658032819628716,1.19502258300781
"Belgium","1986-90",2.83293277025223,0.29973441362381,0.467747211456299,0.950829982757568,9.43900012969971,2.22000002861023,0.153469517827034,0,0.0206606257706881,1.38349461555481
